Gene,Alteration,Origin,Entities,Comments,Reference,RefGene Group
IgH_Region_12,Translocation,,DLBCL,,Livia,Haem
IgH_Region_13,Translocation,,DLBCL,,Livia,Haem
IgH_Region_2,Translocation,,DLBCL,,Livia,Haem
IgH_Region_3,Translocation,,DLBCL,,Livia,Haem
IgH_Region_4,Translocation,,DLBCL,,Livia,Haem
IgH_Region_5,Translocation,,DLBCL,,Livia,Haem
IgH_Region_6,Translocation,,DLBCL,,Livia,Haem
IgH_Region_7,Translocation,,DLBCL,,Livia,Haem
IgH_Region_8,Translocation,,DLBCL,,Livia,Haem
IgH_Region_9,Translocation,,DLBCL,,Livia,Haem
IGHJ1,Ig genes,,DLBCL,,Livia,Haem
IGHJ2,Ig genes,,DLBCL,,Livia,Haem
IGHJ3,Ig genes,,DLBCL,,Livia,Haem
IGHJ4,Ig genes,,DLBCL,,Livia,Haem
IGHJ5,Ig genes,,DLBCL,,Livia,Haem
IGHJ6,Ig genes,,DLBCL,,Livia,Haem
IGHV1-3,Ig genes,,DLBCL,,Livia,Haem
IGHV1-69,Ig genes,,DLBCL,,Livia,Haem
IGHV2-5,Ig genes,,DLBCL,,Livia,Haem
IGHV2-70,Ig genes,,DLBCL,,Livia,Haem
IGHV3-23,Ig genes,,DLBCL,,Livia,Haem
IGHV3-33,Ig genes,,DLBCL,,Livia,Haem
IGHV3-7,Ig genes,,DLBCL,,Livia,Haem
IGHV4-34,Ig genes,,DLBCL,,Livia,Haem
IGHV4-34-intergenic,Ig genes,,DLBCL,,Livia,Haem
IGHV4-39,Ig genes,,DLBCL,,Livia,Haem
IGHV5-51,Ig genes,,DLBCL,,Livia,Haem
IGK,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
IGL,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
IGLL5,SHM,,DLBCL,,Livia,Haem
IKBKB,"SNVs, INDELS; SV",,Lymphoma; Haem-onc,,Haem-onc gene panel (100k),Haem
IKZF1,"SNVs, INDELS; LOSS; SV; Fusion; Germline",,Lymphoma; Haem-onc,,Haem-onc gene panel (100k),Haem
IKZF2,"SNVs, INDELS; Fusion",,Lymphoma; Haem-onc,,Haem-onc gene panel (100k),Haem
IKZF3,"SNVs, INDELS; SV; Fusion",,Lymphoma; Haem-onc,,Haem-onc gene panel (100k),Haem
IL16,,,ABC-DLBCL(5),,Livia ref (09/06/2023),Haem
IL2RA,,,,,Livia ref (09/06/2023),Haem
IL2RG,"SNVs, INDELS",,Haem-onc,,Haem-onc gene panel (100k),Haem
IL3RA,,,,,Livia ref (09/06/2023),Haem
IL4R,,,GCB-DLBCL(5); HGBL-DH-BCL2(5); PMBL(30),,Livia ref (09/06/2023),Haem
IL7R,"SNVs, INDELS",,Haem-onc,,Haem-onc gene panel (100k),Haem
INO80,"SNVs, INDELS",,Lymphoma; HSTL(20),,Clinical gene panel; Livia ref (09/06/2023),Haem
IRF1,"SNVs, INDELS; SV",,"Haem-onc,",,Haem-onc gene panel (100k),Haem
IRF2BP2,"SNVs, INDELS",,Lymphoma,,Clinical gene panel,Haem
IRF4,"SNVs, INDELS; SHM; ; Fusion",,"DLBCL; LBCL-IRF4(95),Haem-onc,",,Haem-onc gene panel (100k),Haem
IRF8,"SNVs, INDELS; SHM; SNVs, INDELS",,"DLBCL; FL(10); ABC-DLBCL(5); GCB-DLBCL(20); HGBL-DH-BCL2(20); PTFL(20); LBCL-11q(10); PMBL(15),Haem-onc",,Haem-onc gene panel (100k),Haem
ITK,"SNVs, INDELS",,Lymphoma,,Clinical gene panel,Haem
ITPKB,"SNVs, INDELS; ; SV",,"DLBCL; HGBL-DH-BCL2(10); PMBL(45); MGZL(25); CHL(30),Haem-onc,",,Haem-onc gene panel (100k),Haem
JAK1,"SNVs, INDELS; ; SV",,"Lymphoma; PMBL(10); CHL(10); ALK-ALCL(20); BIA-ALCL(5); EATL(40); MEITL(20); HSTL(5); ENKTCL(5),Haem-onc,",,Haem-onc gene panel (100k),Haem
JAK2,"SNVs, INDELS; ; GAIN; LOSS; SV; Fusion; Germline",,"Lymphoma; ALK-ALCL(5),Haem-onc,,,,,",,Haem-onc gene panel (100k),Haem
JAK3,"SNVs, INDELS; ",,"Lymphoma; EATL(10); MEITL(45); ENKTCL(10); MF(10),Haem-onc",,Haem-onc gene panel (100k),Haem
KAT6A,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
KCNK10,,,BL,,PMID: 31558468,Haem
KDM5A,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
KDM6A,"SNVs, INDELS; ; SV",,"Lymphoma,Haem-onc,",,Haem-onc gene panel (100k),Haem
KIF5B,Fusion,Somatic,Haem-onc; ALK-Hist,"[Histiocytosis: KIF5B-ALK fusions were detected in 27 patients, whereas CLTC-ALK,TPM3-ALK, TFG-ALK, EML4-ALK,and DCTN1-ALK fusions were identified in single cases.]","Haem-onc gene panel (100k); Kemps, 2022, 10.1182/BLOOD.2019000962",Haem
KIT,"SNVs, INDELS; ; Germline",,"Lymphoma,Haem-onc,",,Haem-onc gene panel (100k),Haem
KLF2,"SNVs, INDELS; ; SV; Fusion",,"DLBCL; SMZL(25); NMZL(10); ABC-DLBCL(5); ATLL(5),Haem-onc,,",,Haem-onc gene panel (100k),Haem
KLHL14,"SNVs, INDELS",,DLBCL; ABC-DLBCL(10); GCB-DLBCL(5),,Livia; Livia ref (09/06/2023),Haem
KLHL21,,,,,Livia ref (09/06/2023),Haem
KLHL6,"SNVs, INDELS; ; SV",,"DLBCL; M-CLL(5); MM(5); LPL/WM(5); FL(5); NMZL(5); ABC-DLBCL(10); GCB-DLBCL(10); HGBL-DH-BCL2(10),Haem-onc,",,Haem-onc gene panel (100k),Haem
KMT2A,"SNVs, INDELS; ; LOSS; SV; Fusion; Fusion",,"Lymphoma,Haem-onc,,,,",,Haem-onc gene panel (100k),Haem
KMT2C,"SNVs, INDELS; SV",,"Lymphoma; MM(5); MALT(20); MCL(5); ABC-DLBCL(10); HGBL-DH-BCL2(5); LBCL-IRF4(20); LBCL-11q(20); MGZL(25); PTCL-NOS(10); ENKTCL(10),Haem-onc,Haem-onc",,Haem-onc gene panel (100k),Haem
KMT2D,"SNVs, INDELS; LOSS; SV",,"DLBCL; LPL/WM(15); FL(70); SMZL(15); NMZL(40); MALT(15); MCL(20); ABC-DLBCL(25); GCB-DLBCL(40); HGBL-DH-BCL2(50); BL(10); PTFL(10); LBCL-IRF4(5); LBCL-11q(20); ALK-ALCL(5); PTCL-NOS(10); EATL(20); ENKTCL(10); T-LGLL(5),Haem-onc,,",,Haem-onc gene panel (100k),Haem
KMT3D,"SNVs, INDELS",,Lymphoma,,Clinical gene panel,Haem
KNL1,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
KRAS,"SNVs, INDELS",Somatic; Germline,DLBCL; MM(25); GCB-DLBCL(5); LBCL-IRF4(5); LBCL-11q(10); EATL(10); MEITL(15); HS(15); RDD(20); Haem-onc; [Histiocytosis: LCH; ECD],,"Haem-onc gene panel (100k); Durham, 2019, 10.1016/j.semcdb.2018.03.008",Haem
LASP1,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
LCK,"SNVs, INDELS",,"Lymphoma,Haem-onc",,Haem-onc gene panel (100k),Haem
LCOR,,,,,Livia ref (09/06/2023),Haem
LMNA,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
LMO1,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
LMO2,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
LPP,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
LTB,"SNVs, INDELS",,"DLBCL; MM(5); FL(5); ABC-DLBCL(5); GCB-DLBCL(15); HGBL-DH-BCL2(15); PMBL(20); CHL(10),Haem-onc",,Haem-onc gene panel (100k),Haem
MAF,Fusion,,"MM(5),Haem-onc",,Haem-onc gene panel (100k),Haem
MAFB,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
MALT1,Fusion,,"MALT(35),Haem-onc",,Haem-onc gene panel (100k),Haem
MAP2K1,"SNVs, INDELS",Somatic,"DLBCL; Follicular lymphoma; PTFL(45); LBCL-IRF4(10); HS(20); LCH(15); RDD(15),Haem-onc; [Histiocytosis: LCH; ECD; JXG; RDD]",,"Haem-onc gene panel (100k); Durham, 2019, 10.1016/j.semcdb.2018.03.004",Haem
MAP2K4,"SNVs, INDELS; SV",,"Haem-onc,",,Haem-onc gene panel (100k),Haem
MAP3K1,"SNVs, INDELS; SV; GAIN",Somatic,"Haem-onc, [Histiocytosis: ECD]",[Histiocytosis: Amplification],"Haem-onc gene panel (100k); Durham, 2019, 10.1016/j.semcdb.2018.03.005",Haem
MAP3K14,"SNVs, INDELS",,Lymphoma,,Clinical gene panel,Haem
MAPK1,SNV,Somatic,JXG,aka ERK2,"Durham, 2019, 10.1016/j.semcdb.2018.03.006",Haem
MAPRE1,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
MCL1,"SNVs, INDELS; GAIN",,"Lymphoma,Haem-onc",,Haem-onc gene panel (100k),Haem
MECOM,"SNVs, INDELS; Fusion",,"Haem-onc,",,Haem-onc gene panel (100k),Haem
MED12,"SNVs, INDELS",,"U-CLL(5); HGBL-DH-BCL2(5),Haem-onc",,Haem-onc gene panel (100k),Haem
MEF2B,"SNVs, INDELS; ",,"DLBCL; FL(10); MCL(5); ABC-DLBCL(10); GCB-DLBCL(10); HGBL-DH-BCL2(25),Haem-onc",,Haem-onc gene panel (100k),Haem
MEF2C,,,FL(5),,Livia ref (09/06/2023),Haem
MET,GAIN,,Haem-onc,,Haem-onc gene panel (100k),Haem
MFHAS1,"SNVs, INDELS",,Lymphoma,,Clinical gene panel,Haem
MGA,"SNVs, INDELS; SV",,"Lymphoma; U-CLL(5); ABC-DLBCL(5); HGBL-DH-BCL2(5); ENKTCL(5),Haem-onc,",,Haem-onc gene panel (100k),Haem
MIGA1,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
MIR17HG,MIR-AMP,,DLBCL,,Livia,Haem
MKI67,,,ABC-DLBCL(5); GCB-DLBCL(5),,Livia ref (09/06/2023),Haem
MLF1,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
MLL2,,,,,Livia ref (09/06/2023),Haem
MLL3,,,,,Livia ref (09/06/2023),Haem
MLLT1,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
MLLT10,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
MLLT11,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
MLLT3,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
MLLT6,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
MME,,,BL,,PMID: 31558468,Haem
MN1,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
MNX1,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
MPEG1,"SNVs, INDELS; ; SV",,"DLBCL; NMZL(5); ABC-DLBCL(15),Haem-onc,Haem-onc",,Haem-onc gene panel (100k),Haem
MPL,"SNVs, INDELS; ; Germline",,"Lymphoma,Haem-onc,",,Haem-onc gene panel (100k),Haem
MRTFA,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
MS4A1,,,PMBL(10),,Livia ref (09/06/2023),Haem
MSC,"SNVs, INDELS",,Lymphoma; ALK-ALCL(15),,Clinical gene panel; Livia ref (09/06/2023),Haem
MSH2,"SNVs, INDELS; SV; Germline",,"Haem-onc,,",,Haem-onc gene panel (100k),Haem
MSH6,"SNVs, INDELS; SV; Germline",,"Haem-onc,,",,Haem-onc gene panel (100k),Haem
MSN,"SNVs, INDELS; Fusion",,"Lymphoma,Haem-onc",,Haem-onc gene panel (100k),Haem
MTOR,"SNVs, INDELS; ",,"Lymphoma; GCB-DLBCL(5),Haem-onc",,Haem-onc gene panel (100k),Haem
MYB,"SNVs, INDELS; GAIN",,"Haem-onc,",,Haem-onc gene panel (100k),Haem
MYC,"SNVs, INDELS; 3'UTR; SHM; Translocation; Promoter; ; GAIN; Fusion",,"DLBCL; MM(45); FL(5); MCL(5); ABC-DLBCL(5); GCB-DLBCL(5); HGBL-DH-BCL2(100); BL(95); LBCL-11q(-1); ENKTCL(25),Haem-onc,,",,Haem-onc gene panel (100k),Haem
MYD88,"SNVs, INDELS; ",,"DLBCL; M-CLL(5); LPL/WM(90); NMZL(5); MALT(5); ABC-DLBCL(40); GCB-DLBCL(5); LBCL-IRF4(5); HSTL(5),Haem-onc",,Haem-onc gene panel (100k),Haem
MYH11,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
MYO1F,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
MYOM2,,,ABC-DLBCL(5); GCB-DLBCL(10),,Livia ref (09/06/2023),Haem
NCKIPSD,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
NCOA2,Fusion,Somatic,Haem-onc; LCH; ICH,[Histiocytosis: LCH: ETV3::NCOA2 fusion],"Haem-onc gene panel (100k); Durham, 2019, 10.1016/j.semcdb.2018.03.014",Haem
NCOR2,,,NMZL(5); ABC-DLBCL(5); GCB-DLBCL(5); HGBL-DH-BCL2(5); PTCL-NOS(10),,Livia ref (09/06/2023),Haem
NF1,"SNVs, INDELS; LOSS; SV; Fusion; Germline",,"Haem-onc,,,,",,Haem-onc gene panel (100k),Haem
NF2,"SNVs, INDELS; SV",,"Haem-onc,",,Haem-onc gene panel (100k),Haem
NFE2,"SNVs, INDELS; SV",,"Haem-onc,",,Haem-onc gene panel (100k),Haem
NFKB1,"; SNVs, INDELS",,",Haem-onc",,Haem-onc gene panel (100k),Haem
NFKB2,"SNVs, INDELS; Fusion",,"Haem-onc,",,Haem-onc gene panel (100k),Haem
NFKBIA,"SNVs, INDELS; ; SV",,"DLBCL; GCB-DLBCL(10); PMBL(5); MGZL(30); CHL(20); FDCS(25),Haem-onc,",,Haem-onc gene panel (100k),Haem
NFKBIE,"SNVs, INDELS; ; SV",,"DLBCL; MCL(5); GCB-DLBCL(5); PMBL(25); MGZL(25); CHL(25),Haem-onc,",,Haem-onc gene panel (100k),Haem
NFKBIZ,"3'UTR; SNVs, INDELS; GAIN",,"DLBCL,Haem-onc,",,Haem-onc gene panel (100k),Haem
NLRC5,,,ABC-DLBCL(5),,Livia ref (09/06/2023),Haem
NOL9,,,NMZL(5); ABC-DLBCL(5); GCB-DLBCL(5),,Livia ref (09/06/2023),Haem
NOTCH1,"E34; SNVs, INDELS; SV; Fusion",,"DLBCL; U-CLL(30); SMZL(10); NMZL(5); MALT(5); MCL(5); ABC-DLBCL(10); GCB-DLBCL(5); ENKTCL(5); ATLL(15),Haem-onc,,",,Haem-onc gene panel (100k),Haem
NOTCH2,"E34; SNVs, INDELS; SV",,"DLBCL; SMZL(25); NMZL(15); MALT(10); MCL(5); ABC-DLBCL(10); LBCL-IRF4(5),Haem-onc,",,Haem-onc gene panel (100k),Haem
NPM1,"SNVs, INDELS; Fusion",,"Haem-onc,",,Haem-onc gene panel (100k),Haem
NRAS,"SNVs, INDELS",Somatic; Germline,"Lymphoma; MM(25); LBCL-11q(10); MEITL(5); ENKTCL(5); HS(5); ECD(5),Haem-onc; [Histiocytosis: LCH; ECD; JXG; RDD]",,"Haem-onc gene panel (100k); Durham, 2019, 10.1016/j.semcdb.2018.03.007",Haem
NRIP3,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
NSD1,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
NSD2,"SNVs, INDELS; ",,"Lymphoma; MM(10); MCL(15); ALK-ALCL(5),Haem-onc",,Haem-onc gene panel (100k),Haem
NTRK1,"SNVs, INDELS; GAIN; Fusion",Somatic,Haem-onc; [Histiocytosis: ECD],"[Histiocytosis: Fusion partners LMNA, ETV3, TPR]","Haem-onc gene panel (100k); Durham, 2019, 10.1016/j.semcdb.2018.03.017",Haem
NTRK2,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
NTRK3,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
NUP214,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
NUP98,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
OSBPL10,"SNVs, INDELS",,DLBCL; ABC-DLBCL(15); GCB-DLBCL(5); HGBL-DH-BCL2(5); CHL(15),,Livia; Livia ref (09/06/2023),Haem
P2RY8,"SNVs, INDELS; ; SV; Fusion",,"DLBCL; GCB-DLBCL(15); HGBL-DH-BCL2(10); BL(10); CHL(15),Haem-onc,,",,Haem-onc gene panel (100k),Haem
PABPC4L,,,BL,,PMID: 31558468,Haem
PACSIN2,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
PAG1,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
PAX5,"SNVs, INDELS; ; LOSS; SV; Fusion; Germline",,"DLBCL,Haem-onc,,,,",,Haem-onc gene panel (100k),Haem
PBX1,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
PCBP1,,,BL(10); LBCL-11q(10),,Livia ref (09/06/2023),Haem
PCDHA11,,,BL,,PMID: 31558468,Haem
PCLO,"SNVs, INDELS",,Lymphoma; MM(10); LPL/WM(5); NMZL(5); ABC-DLBCL(20); GCB-DLBCL(25); BL(10); PMBL(25); CHL(20),,Clinical gene panel; Livia ref (09/06/2023),Haem
PCM1,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
PDCD1LG2,GAIN; Fusion,,"Haem-onc,",,Haem-onc gene panel (100k),Haem
PDGFRA,"SNVs, INDELS; Fusion",,"Haem-onc,",,Haem-onc gene panel (100k),Haem
PDGFRB,"SNVs, INDELS; ; Fusion",,"Lymphoma,Haem-onc,",,Haem-onc gene panel (100k),Haem
PDS5A,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
PDS5B,"SNVs, INDELS; SV",,"Haem-onc,",,Haem-onc gene panel (100k),Haem
PDZRN3,,,BL,,PMID: 31558468,Haem
PHF6,"SNVs, INDELS; SV",,"Haem-onc,",,Haem-onc gene panel (100k),Haem
PHIP,,,PMBL(10); HSTL(10),,Livia ref (09/06/2023),Haem
PICALM,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
PICK1,SNV,Somatic,LCH,,"Durham, 2019, 10.1016/j.semcdb.2018.03.013",Haem
PIGA,"SNVs, INDELS; SV",,"Haem-onc,",,Haem-onc gene panel (100k),Haem
PIK3CA,"SNVs, INDELS; ",Somatic,"Lymphoma,Haem-onc; [Histiocytosis: ECD]",,"Haem-onc gene panel (100k); Durham, 2019, 10.1016/j.semcdb.2018.03.010",Haem
PIK3CB,"SNVs, INDELS; ; GAIN",,"Lymphoma,Haem-onc,",,Haem-onc gene panel (100k),Haem
PIK3CD,"SNVs, INDELS; ",Somatic,"DLBCL; MALT(5); HSTL(10); ENKTCL(5); ATLL(5),Haem-onc; [Histiocytosis: JXG]",,"Haem-onc gene panel (100k); Durham, 2019, 10.1016/j.semcdb.2018.03.011",Haem
PIK3R1 ,"SNVs, INDELS",,Lymphoma,,Clinical gene panel,Haem
PIK3R2,SNV,Somatic,LCH,,"Durham, 2019, 10.1016/j.semcdb.2018.03.012",Haem
PIM1,"SNVs, INDELS; SHM; ",,"DLBCL; MM(5); FL(10); ABC-DLBCL(40); GCB-DLBCL(15); HGBL-DH-BCL2(15); LBCL-IRF4(20); CHL(15),Haem-onc",,Haem-onc gene panel (100k),Haem
PIM2,"SNVs, INDELS",,DLBCL; ABC-DLBCL(10); CHL(10),,Livia; Livia ref (09/06/2023),Haem
PLCG1,"SNVs, INDELS",,Lymphoma; PTCL-NOS(10); TFHL(15); HSTL(5); ATLL(35); SS(10),,Clinical gene panel; Livia ref (09/06/2023),Haem
PLCG2,"SNVs, INDELS; ",,"DLBCL; MALT(5),Haem-onc",,Haem-onc gene panel (100k),Haem
PML,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
POT1,"SNVs, INDELS; ; SV",,"Lymphoma; U-CLL(10); MALT(5); EATL(15); ATLL(10); SS(5),Haem-onc,",,Haem-onc gene panel (100k),Haem
POU2AF1,"SNVs, INDELS; ",,"DLBCL; FL(10); NMZL(5); HGBL-DH-BCL2(10),Haem-onc",,Haem-onc gene panel (100k),Haem
POU2F2,"SNVs, INDELS; ",,"DLBCL; FL(5); ABC-DLBCL(5); GCB-DLBCL(5); HGBL-DH-BCL2(10),Haem-onc",,Haem-onc gene panel (100k),Haem
PPM1D,"SNVs, INDELS; ; SV",,"DLBCL,Haem-onc,",,Haem-onc gene panel (100k),Haem
PPP1R9B,,,,,Livia ref (09/06/2023),Haem
PRDM1,"SNVs, INDELS; ; LOSS; SV",,"DLBCL; MM(5); MALT(5); ABC-DLBCL(15); LBCL-11q(10); ALK-ALCL(5); PTCL-NOS(10); EATL(15); HSTL(5); ENKTCL(5); ATLL(5),Haem-onc,,",,Haem-onc gene panel (100k),Haem
PRDM15,"SNVs, INDELS",,Lymphoma,,Clinical gene panel,Haem
PRKCB,"SNVs, INDELS; ",,"DLBCL; LBCL-IRF4(5); LBCL-11q(10); ATLL(30),Haem-onc",,Haem-onc gene panel (100k),Haem
PRKDC,,,ABC-DLBCL(5); GCB-DLBCL(10); HGBL-DH-BCL2(5); LBCL-IRF4(5); PMBL(10); CHL(10),,Livia ref (09/06/2023),Haem
PRPF8,"SNVs, INDELS; SV",,"Haem-onc,",,Haem-onc gene panel (100k),Haem
PRRC1,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
PTCH1,"SNVs, INDELS; SV",,"Haem-onc,",,Haem-onc gene panel (100k),Haem
PTEN,"SNVs, INDELS; ; LOSS; SV",,"DLBCL; GCB-DLBCL(10); HGBL-DH-BCL2(10); LBCL-11q(20); FDCS(10),Haem-onc,,",,Haem-onc gene panel (100k),Haem
PTPN1,"SNVs, INDELS",,Lymphoma; PMBL(20); CHL(15); HS(15),,Clinical gene panel; Livia ref (09/06/2023),Haem
PTPN11,"SNVs, INDELS; ; Germline",,"Lymphoma; MM(5),Haem-onc,",,Haem-onc gene panel (100k),Haem
PTPN13,"SNVs, INDELS",,Lymphoma,,Clinical gene panel,Haem
PTPN2,"SNVs, INDELS; ; SV",,"Lymphoma,Haem-onc,",,Haem-onc gene panel (100k),Haem
PTPN6,"SNVs, INDELS; ; SV",,"DLBCL,Haem-onc,",,Haem-onc gene panel (100k),Haem
PTPRC,"SNVs, INDELS; ",,"Lymphoma,Haem-onc",,Haem-onc gene panel (100k),Haem
PTPRD,"SNVs, INDELS; ",,"Lymphoma; NMZL(10); ABC-DLBCL(5); PMBL(20); EATL(5),Haem-onc",,Haem-onc gene panel (100k),Haem
PVT1,"SNVs, INDELS, Promoter",,Lymphoma,,Clinical gene panel,Haem
PXDNL,,,BL,,PMID: 31558468,Haem
RAD21,"SNVs, INDELS; SV",,"Haem-onc,",,Haem-onc gene panel (100k),Haem
RAD51,"SNVs, INDELS; SV; Germline",,"Haem-onc,,",,Haem-onc gene panel (100k),Haem
RANBP2,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
RASA2,"SNVs, INDELS; SV",,"Haem-onc,",,Haem-onc gene panel (100k),Haem
RB1,"SNVs, INDELS; ; LOSS; SV; Fusion",,"DLBCL; HGBL-DH-BCL2(5),Haem-onc,,,",,Haem-onc gene panel (100k),Haem
RBM15,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
RCOR1,LOSS; SV,,"Haem-onc,",,Haem-onc gene panel (100k),Haem
REL,"SNVs, INDELS; GAIN; Fusion",,"DLBCL,Haem-onc,",,Haem-onc gene panel (100k),Haem
RET,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
RFX7,,,HGBL-DH-BCL2(5); BL(10),,Livia ref (09/06/2023),Haem
RFXAP,,,,,Livia ref (09/06/2023),Haem
RHEBL1,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
RHOA,"SNVs, INDELS; ; SV",,"DLBCL; GCB-DLBCL(10); HGBL-DH-BCL2(10); BL(10); CHL(10); PTCL-NOS(5); TFHL(60); HSTL(5); ATLL(15); SS(5),Haem-onc,",,Haem-onc gene panel (100k),Haem
RLTPR,"SNVs, INDELS",,Lymphoma,,Clinical gene panel,Haem
RNF11,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
RNF144B,,,BL,,PMID: 31558468,Haem
ROS1,"SNVs, INDELS; Fusion",,"Haem-onc,",,Haem-onc gene panel (100k),Haem
RPS15,"; SNVs, INDELS; Germline",,",Haem-onc,",,Haem-onc gene panel (100k),Haem
RRAGC,"SNVs, INDELS",,DLBCL; FL(10),,Livia; Livia ref (09/06/2023),Haem
RUNX1,"SNVs, INDELS; LOSS; SV; Fusion; Germline",,"Haem-onc,,,,",,Haem-onc gene panel (100k),Haem
RUNX1T1,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
S1PR2,"SNVs, INDELS",,DLBCL; FL(5); GCB-DLBCL(5); HGBL-DH-BCL2(10); CHL(10),,Livia; Livia ref (09/06/2023),Haem
SAMD9,"SNVs, INDELS; Germline",,"Haem-onc,",,Haem-onc gene panel (100k),Haem
SAMD9L,"SNVs, INDELS; Germline",,"Haem-onc,",,Haem-onc gene panel (100k),Haem
SAMHD1,"SNVs, INDELS",,Lymphoma,,Clinical gene panel,Haem
SARNP,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
SEC31A,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
SEMA6A,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
SET,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
SETBP1,"SNVs, INDELS; ",,"Lymphoma,",,Haem-onc gene panel (100k),Haem
SETD1A,,,U-CLL(5),,Livia ref (09/06/2023),Haem
SETD1B ,"SNVs, INDELS",,Lymphoma,,Clinical gene panel,Haem
SETD2,"SNVs, INDELS; ; SV",,"Lymphoma; MM(5); ABC-DLBCL(5); EATL(5); MEITL(70); HSTL(20); ENKTCL(5),Haem-onc,",,Haem-onc gene panel (100k),Haem
SETDB1,"SNVs, INDELS",,Haem-onc,,Haem-onc gene panel (100k),Haem
SF1,"SNVs, INDELS",,Haem-onc,,Haem-onc gene panel (100k),Haem
SF3B1,"SNVs, INDELS; SNVs, INDELS",,"DLBCL; U-CLL(5); M-CLL(15),Haem-onc",,Haem-onc gene panel (100k),Haem
SGK1,"SNVs, INDELS; ; SV",,"DLBCL; FL(5); GCB-DLBCL(25); HGBL-DH-BCL2(15); LBCL-IRF4(20); PMBL(10),Haem-onc,",,Haem-onc gene panel (100k),Haem
SH2B3,"SNVs, INDELS; ; SV; Germline",,"Lymphoma,Haem-onc,,",,Haem-onc gene panel (100k),Haem
SH3GL1,Fusion,,Haem-onc,,Haem-onc gene panel (100k),Haem
SIN3A,,,SMZL(5); GCB-DLBCL(5); HGBL-DH-BCL2(5); BL(10); CHL(15),,Livia ref (09/06/2023),Haem
SMARCA2,"SNVs, INDELS",,Lymphoma; CHL(10); PTCL-NOS(10); HSTL(10),,Clinical gene panel; Livia ref (09/06/2023),Haem
SMARCA4,"SNVs, INDELS; ; SV",,"DLBCL; MCL(5); HGBL-DH-BCL2(5); BL(25); PMBL(5); EATL(5),Haem-onc,",,Haem-onc gene panel (100k),Haem
SMARCB1,"SNVs, INDELS; SV",,"Haem-onc,",,Haem-onc gene panel (100k),Haem
SMC1A,"SNVs, INDELS",,Haem-onc,,Haem-onc gene panel (100k),Haem
SMC3,"SNVs, INDELS; SV",,"Haem-onc,",,Haem-onc gene panel (100k),Haem
SNTB2,,,BL,,PMID: 31558468,Haem
